trade_date,Position_Changing,Factor,Profit,Fee_Signal,Cumprod
2014-01-02,0,0.0,-0.0,0.0,1.0
2014-01-03,0,0.0,-0.0,0.0,1.0
2014-01-06,0,0.0,-0.0,0.0,1.0
2014-01-07,0,0.0,-0.0,0.0,1.0
2014-01-08,0,0.0,0.0,0.0,1.0
2014-01-09,0,0.0,-0.0,0.0,1.0
2014-01-10,0,0.0,-0.0,0.0,1.0
2014-01-13,0,0.0,-0.0,0.0,1.0
2014-01-14,0,0.0,0.0,0.0,1.0
2014-01-15,0,0.0,-0.0,0.0,1.0
2014-01-16,0,0.0,0.0,0.0,1.0
2014-01-17,0,0.0,-0.0,0.0,1.0
2014-01-20,0,0.0,-0.0,0.0,1.0
2014-01-21,0,0.0,0.0,0.0,1.0
2014-01-22,0,0.0,0.0,0.0,1.0
2014-01-23,0,0.0,-0.0,0.0,1.0
2014-01-24,0,0.0,0.0,0.0,1.0
2014-01-27,0,0.0,-0.0,0.0,1.0
2014-01-28,0,0.0,0.0,0.0,1.0
2014-01-29,0,0.0,0.0,0.0,1.0
2014-01-30,0,0.0,-0.0,0.0,1.0
2014-02-07,0,0.0,0.0,0.0,1.0
2014-02-10,0,0.0,0.0,0.0,1.0
2014-02-11,0,0.0,0.0,0.0,1.0
2014-02-12,0,0.0,0.0,0.0,1.0
2014-02-13,0,0.0,-0.0,0.0,1.0
2014-02-14,0,0.0,0.0,0.0,1.0
2014-02-17,0,0.0,0.0,0.0,1.0
2014-02-18,0,0.0,-0.0,0.0,1.0
2014-02-19,0,0.0,0.0,0.0,1.0
2014-02-20,0,0.0,-0.0,0.0,1.0
2014-02-21,0,0.0,-0.0,0.0,1.0
2014-02-24,0,0.0,-0.0,0.0,1.0
2014-02-25,0,0.0,-0.0,0.0,1.0
2014-02-26,0,0.0,0.0,0.0,1.0
2014-02-27,0,0.0,-0.0,0.0,1.0
2014-02-28,0,0.0,0.0,0.0,1.0
2014-03-03,0,0.0,0.0,0.0,1.0
2014-03-04,0,0.0,-0.0,0.0,1.0
2014-03-05,0,0.0,-0.0,0.0,1.0
2014-03-06,0,0.0,0.0,0.0,1.0
2014-03-07,0,0.0,-0.0,0.0,1.0
2014-03-10,1,0.0,-0.0,0.0,1.0
2014-03-11,0,0.0,0.0,0.0,1.0
2014-03-12,0,0.0,0.0,0.0,1.0
2014-03-13,0,0.0,0.0,0.0,1.0
2014-03-14,0,0.0,-0.0,0.0,1.0
2014-03-17,1,0.0,0.0,0.0,1.0
2014-03-18,0,0.0,-0.0,0.0,1.0
2014-03-19,0,0.0,-0.0,0.0,1.0
2014-03-20,0,0.0,-0.0,0.0,1.0
2014-03-21,0,0.0,0.0,0.0,1.0
2014-03-24,1,0.0,0.0,0.0,1.0
2014-03-25,0,0.0,-0.0,0.0,1.0
2014-03-26,0,0.0,-0.0,0.0,1.0
2014-03-27,0,0.0,-0.0,0.0,1.0
2014-03-28,0,0.0,-0.0,0.0,1.0
2014-03-31,1,0.0,-0.0,0.0,1.0
2014-04-01,0,0.0,0.0,0.0,1.0
2014-04-02,0,0.0,0.0,0.0,1.0
2014-04-03,0,0.0,-0.0,0.0,1.0
2014-04-04,0,0.0,0.0,0.0,1.0
2014-04-08,1,0.0,0.0,0.0,1.0
2014-04-09,0,0.0,0.0,0.0,1.0
2014-04-10,0,0.0,0.0,0.0,1.0
2014-04-11,0,0.0,-0.0,0.0,1.0
2014-04-14,1,0.0,-0.0,0.0,1.0
2014-04-15,0,0.0,-0.0,0.0,1.0
2014-04-16,0,0.0,0.0,0.0,1.0
2014-04-17,0,0.0,-0.0,0.0,1.0
2014-04-18,0,0.0,-0.0,0.0,1.0
2014-04-21,1,0.0,-0.0,0.0,1.0
2014-04-22,0,0.0,0.0,0.0,1.0
2014-04-23,0,0.0,-0.0,0.0,1.0
2014-04-24,0,0.0,-0.0,0.0,1.0
2014-04-25,0,0.0,-0.0,0.0,1.0
2014-04-28,1,0.0,-0.0,0.0,1.0
2014-04-29,0,0.0,0.0,0.0,1.0
2014-04-30,0,0.0,0.0,0.0,1.0
2014-05-05,1,0.0,-0.0,0.0,1.0
2014-05-06,0,0.0,0.0,0.0,1.0
2014-05-07,0,0.0,-0.0,0.0,1.0
2014-05-08,0,0.0,-0.0,0.0,1.0
2014-05-09,0,0.0,-0.0,0.0,1.0
2014-05-12,1,0.0,0.0,0.0,1.0
2014-05-13,0,0.0,-0.0,0.0,1.0
2014-05-14,0,0.0,-0.0,0.0,1.0
2014-05-15,0,0.0,-0.0,0.0,1.0
2014-05-16,0,0.0,0.0,0.0,1.0
2014-05-19,1,0.0,-0.0,0.0,1.0
2014-05-20,0,0.0,0.0,0.0,1.0
2014-05-21,0,0.0,0.0,0.0,1.0
2014-05-22,0,0.0,-0.0,0.0,1.0
2014-05-23,0,0.0,0.0,0.0,1.0
2014-05-26,1,0.0,0.0,0.0,1.0
2014-05-27,0,0.0,-0.0,0.0,1.0
2014-05-28,0,0.0,0.0,0.0,1.0
2014-05-29,0,0.0,-0.0,0.0,1.0
2014-05-30,0,0.0,0.0,0.0,1.0
2014-06-03,1,0.0,-0.0,0.0,1.0
2014-06-04,0,0.0,-0.0,0.0,1.0
2014-06-05,0,0.0,0.0,0.0,1.0
2014-06-06,0,0.0,-0.0,0.0,1.0
2014-06-09,1,0.0,-0.0,0.0,1.0
2014-06-10,0,0.0,0.0,0.0,1.0
2014-06-11,0,0.0,-0.0,0.0,1.0
2014-06-12,0,0.0,-0.0,0.0,1.0
2014-06-13,0,0.0,0.0,0.0,1.0
2014-06-16,1,0.0,0.0,0.0,1.0
2014-06-17,0,0.0,-0.0,0.0,1.0
2014-06-18,0,0.0,-0.0,0.0,1.0
2014-06-19,0,0.0,-0.0,0.0,1.0
2014-06-20,0,0.0,0.0,0.0,1.0
2014-06-23,1,0.0,-0.0,0.0,1.0
2014-06-24,0,0.0,0.0,0.0,1.0
2014-06-25,0,0.0,-0.0,0.0,1.0
2014-06-26,0,0.0,0.0,0.0,1.0
2014-06-27,0,0.0,0.0,0.0,1.0
2014-06-30,1,1.0,0.0069107921832707074,1.0,1.0065107921832708
2014-07-01,0,1.0,-0.00025864617203662867,0.0,0.9997413538279634
2014-07-02,0,1.0,0.002915142107402865,0.0,1.002915142107403
2014-07-03,0,1.0,0.004293209634846935,0.0,1.004293209634847
2014-07-04,0,1.0,-0.0006834266738221147,0.0,0.9993165733261778
2014-07-07,1,0.0,-0.0,-1.0,0.9991000000000001
2014-07-08,0,0.0,0.0,0.0,1.0
2014-07-09,0,0.0,-0.0,0.0,1.0
2014-07-10,0,0.0,-0.0,0.0,1.0
2014-07-11,0,0.0,0.0,0.0,1.0
2014-07-14,1,1.0,0.011056745545877347,1.0,1.0106567455458775
2014-07-15,0,1.0,0.0014826684348177514,0.0,1.0014826684348177
2014-07-16,0,1.0,-0.0018896725487131502,0.0,0.9981103274512868
2014-07-17,0,1.0,-0.006356898386361103,0.0,0.9936431016136389
2014-07-18,0,1.0,0.0032775941439080365,0.0,1.003277594143908
2014-07-21,1,0.0,0.0,-1.0,0.9991000000000001
2014-07-22,0,0.0,0.0,0.0,1.0
2014-07-23,0,0.0,0.0,0.0,1.0
2014-07-24,0,0.0,0.0,0.0,1.0
2014-07-25,0,0.0,0.0,0.0,1.0
2014-07-28,1,0.0,0.0,0.0,1.0
2014-07-29,0,0.0,0.0,0.0,1.0
2014-07-30,0,0.0,-0.0,0.0,1.0
2014-07-31,0,0.0,0.0,0.0,1.0
2014-08-01,0,0.0,-0.0,0.0,1.0
2014-08-04,1,1.0,0.01984201940413832,1.0,1.0194420194041383
2014-08-05,0,1.0,-0.0026393110009176476,0.0,0.9973606889990824
2014-08-06,0,1.0,-0.0025872074619621875,0.0,0.9974127925380378
2014-08-07,0,1.0,-0.015131896310965448,0.0,0.9848681036890345
2014-08-08,0,1.0,0.0015768262397635503,0.0,1.0015768262397635
2014-08-11,1,0.0,0.0,-1.0,0.9991000000000001
2014-08-12,0,0.0,-0.0,0.0,1.0
2014-08-13,0,0.0,0.0,0.0,1.0
2014-08-14,0,0.0,-0.0,0.0,1.0
2014-08-15,0,0.0,0.0,0.0,1.0
2014-08-18,1,0.0,0.0,0.0,1.0
2014-08-19,0,0.0,0.0,0.0,1.0
2014-08-20,0,0.0,-0.0,0.0,1.0
2014-08-21,0,0.0,-0.0,0.0,1.0
2014-08-22,0,0.0,0.0,0.0,1.0
2014-08-25,1,0.0,-0.0,0.0,1.0
2014-08-26,0,0.0,-0.0,0.0,1.0
2014-08-27,0,0.0,0.0,0.0,1.0
2014-08-28,0,0.0,-0.0,0.0,1.0
2014-08-29,0,0.0,0.0,0.0,1.0
2014-09-01,1,0.0,0.0,0.0,1.0
2014-09-02,0,0.0,0.0,0.0,1.0
2014-09-03,0,0.0,0.0,0.0,1.0
2014-09-04,0,0.0,0.0,0.0,1.0
2014-09-05,0,0.0,0.0,0.0,1.0
2014-09-09,1,1.0,-0.0016494778014585704,1.0,0.9979505221985415
2014-09-10,0,1.0,-0.0052306131963585955,0.0,0.9947693868036414
2014-09-11,0,1.0,-0.003691781469559255,0.0,0.9963082185304407
2014-09-12,0,1.0,0.006152386061193881,0.0,1.0061523860611938
2014-09-15,1,0.0,-0.0,-1.0,0.9991000000000001
2014-09-16,0,0.0,-0.0,0.0,1.0
2014-09-17,0,0.0,0.0,0.0,1.0
2014-09-18,0,0.0,0.0,0.0,1.0
2014-09-19,0,0.0,0.0,0.0,1.0
2014-09-22,1,0.0,-0.0,0.0,1.0
2014-09-23,0,0.0,0.0,0.0,1.0
2014-09-24,0,0.0,0.0,0.0,1.0
2014-09-25,0,0.0,-0.0,0.0,1.0
2014-09-26,0,0.0,0.0,0.0,1.0
2014-09-29,1,0.0,0.0,0.0,1.0
2014-09-30,0,0.0,0.0,0.0,1.0
2014-10-08,1,1.0,0.011175076193701455,1.0,1.0107750761937015
2014-10-09,0,1.0,0.0014444919665264919,0.0,1.0014444919665264
2014-10-10,0,1.0,-0.006112104949314281,0.0,0.9938878950506858
2014-10-13,1,0.0,-0.0,-1.0,0.9991000000000001
2014-10-14,0,0.0,-0.0,0.0,1.0
2014-10-15,0,0.0,0.0,0.0,1.0
2014-10-16,0,0.0,-0.0,0.0,1.0
2014-10-17,0,0.0,-0.0,0.0,1.0
2014-10-20,1,0.0,0.0,0.0,1.0
2014-10-21,0,0.0,-0.0,0.0,1.0
2014-10-22,0,0.0,-0.0,0.0,1.0
2014-10-23,0,0.0,-0.0,0.0,1.0
2014-10-24,0,0.0,-0.0,0.0,1.0
2014-10-27,1,0.0,-0.0,0.0,1.0
2014-10-28,0,0.0,0.0,0.0,1.0
2014-10-29,0,0.0,0.0,0.0,1.0
2014-10-30,0,0.0,0.0,0.0,1.0
2014-10-31,0,0.0,0.0,0.0,1.0
2014-11-03,1,1.0,0.0016863877017286543,1.0,1.0012863877017286
2014-11-04,0,1.0,0.0002467612584823748,0.0,1.0002467612584824
2014-11-05,0,1.0,-0.003867625349658103,0.0,0.9961323746503419
2014-11-06,0,1.0,0.0010465557530609142,0.0,1.001046555753061
2014-11-07,0,1.0,-0.0015642021172593233,0.0,0.9984357978827407
2014-11-10,1,0.0,0.0,-1.0,0.9991000000000001
2014-11-11,0,0.0,-0.0,0.0,1.0
2014-11-12,0,0.0,0.0,0.0,1.0
2014-11-13,0,0.0,-0.0,0.0,1.0
2014-11-14,0,0.0,0.0,0.0,1.0
2014-11-17,1,1.0,-0.005420190694629104,1.0,0.994179809305371
2014-11-18,0,1.0,-0.010003505901600965,0.0,0.9899964940983991
2014-11-19,0,1.0,-0.0016526194017518839,0.0,0.9983473805982481
2014-11-20,0,1.0,-4.729585924747987e-05,0.0,0.9999527041407525
2014-11-21,0,1.0,0.018272831185211513,0.0,1.0182728311852116
2014-11-24,1,1.0,0.025469718904105418,0.0,1.0254697189041053
2014-11-25,0,1.0,0.013701939409495378,0.0,1.0137019394094953
2014-11-26,0,1.0,0.013948673647209534,0.0,1.0139486736472096
2014-11-27,0,1.0,0.011557021248466703,0.0,1.0115570212484668
2014-11-28,0,1.0,0.019724159463276464,0.0,1.0197241594632764
2014-12-01,1,0.0,0.0,-1.0,0.9991000000000001
2014-12-02,0,0.0,0.0,0.0,1.0
2014-12-03,0,0.0,0.0,0.0,1.0
2014-12-04,0,0.0,0.0,0.0,1.0
2014-12-05,0,0.0,0.0,0.0,1.0
2014-12-08,1,0.0,0.0,0.0,1.0
2014-12-09,0,0.0,-0.0,0.0,1.0
2014-12-10,0,0.0,0.0,0.0,1.0
2014-12-11,0,0.0,-0.0,0.0,1.0
2014-12-12,0,0.0,0.0,0.0,1.0
2014-12-15,1,0.0,0.0,0.0,1.0
2014-12-16,0,0.0,0.0,0.0,1.0
2014-12-17,0,0.0,0.0,0.0,1.0
2014-12-18,0,0.0,-0.0,0.0,1.0
2014-12-19,0,0.0,0.0,0.0,1.0
2014-12-22,1,1.0,0.003343018529958573,1.0,1.0029430185299586
2014-12-23,0,1.0,-0.020492093045179217,0.0,0.9795079069548208
2014-12-24,0,1.0,-0.02843075923631251,0.0,0.9715692407636874
2014-12-25,0,1.0,0.03251310213317903,0.0,1.032513102133179
2014-12-26,0,1.0,0.0331052760971632,0.0,1.0331052760971633
2014-12-29,1,1.0,0.00279177210781693,0.0,1.002791772107817
2014-12-30,0,1.0,0.0006048398766011314,0.0,1.0006048398766012
2014-12-31,0,1.0,0.022027157958670114,0.0,1.0220271579586702
2015-01-05,1,1.0,0.030514671549165023,0.0,1.030514671549165
2015-01-06,0,1.0,-0.0001318123650982876,0.0,0.9998681876349017
2015-01-07,0,1.0,0.0007497816569900025,0.0,1.00074978165699
2015-01-08,0,1.0,-0.023198373122490522,0.0,0.9768016268775095
2015-01-09,0,1.0,-0.0035232042615601046,0.0,0.99647679573844
2015-01-12,1,1.0,-0.00934384445346683,0.0,0.9906561555465332
2015-01-13,0,1.0,0.00013092059950251209,0.0,1.0001309205995026
2015-01-14,0,1.0,-0.0033067352676690908,0.0,0.9966932647323309
2015-01-15,0,1.0,0.029037065800218084,0.0,1.0290370658002181
2015-01-16,0,1.0,0.008609591245574566,0.0,1.0086095912455746
2015-01-19,1,1.0,-0.07702295641170247,0.0,0.9229770435882976
2015-01-20,0,1.0,0.012237866450482226,0.0,1.0122378664504823
2015-01-21,0,1.0,0.044952918244401154,0.0,1.044952918244401
2015-01-22,0,1.0,0.005274888768037402,0.0,1.0052748887680374
2015-01-23,0,1.0,0.001154834749313936,0.0,1.001154834749314
2015-01-26,1,1.0,0.01015194317599588,0.0,1.0101519431759958
2015-01-27,0,1.0,-0.009162996571498244,0.0,0.9908370034285018
2015-01-28,0,1.0,-0.013877194798219734,0.0,0.9861228052017803
2015-01-29,0,1.0,-0.012344978611870689,0.0,0.9876550213881293
2015-01-30,0,1.0,-0.013616520190706045,0.0,0.986383479809294
2015-02-02,1,0.0,-0.0,-1.0,0.9991000000000001
2015-02-03,0,0.0,0.0,0.0,1.0
2015-02-04,0,0.0,-0.0,0.0,1.0
2015-02-05,0,0.0,-0.0,0.0,1.0
2015-02-06,0,0.0,-0.0,0.0,1.0
2015-02-09,1,0.0,0.0,0.0,1.0
2015-02-10,0,0.0,0.0,0.0,1.0
2015-02-11,0,0.0,0.0,0.0,1.0
2015-02-12,0,0.0,0.0,0.0,1.0
2015-02-13,0,0.0,0.0,0.0,1.0
2015-02-16,1,1.0,0.008545087223293387,1.0,1.0081450872232933
2015-02-17,0,1.0,0.006526683964474763,0.0,1.0065266839644749
2015-02-25,1,1.0,-0.012375366235890022,0.0,0.98762463376411
2015-02-26,0,1.0,0.025170105182063553,0.0,1.0251701051820636
2015-02-27,0,1.0,0.0018366425613172742,0.0,1.0018366425613172
2015-03-02,1,1.0,0.007954456398831203,0.0,1.0079544563988312
2015-03-03,0,1.0,-0.025924259842388532,0.0,0.9740757401576114
2015-03-04,0,1.0,0.006533823655178332,0.0,1.0065338236551784
2015-03-05,0,1.0,-0.009765436924000661,0.0,0.9902345630759993
2015-03-06,0,1.0,-0.005096758324419297,0.0,0.9949032416755808
2015-03-09,1,0.0,0.0,-1.0,0.9991000000000001
2015-03-10,0,0.0,-0.0,0.0,1.0
2015-03-11,0,0.0,0.0,0.0,1.0
2015-03-12,0,0.0,0.0,0.0,1.0
2015-03-13,0,0.0,0.0,0.0,1.0
2015-03-16,1,1.0,0.024327880453110635,1.0,1.0239278804531107
2015-03-17,0,1.0,0.013884128915958468,0.0,1.0138841289159584
2015-03-18,0,1.0,0.023669725747381052,0.0,1.023669725747381
2015-03-19,0,1.0,-0.0016406442973961337,0.0,0.9983593557026038
2015-03-20,0,1.0,0.013758744081630627,0.0,1.0137587440816307
2015-03-23,1,1.0,0.020420955820961414,0.0,1.0204209558209614
2015-03-24,0,1.0,0.00024924094802199274,0.0,1.000249240948022
2015-03-25,0,1.0,-0.008215350926869867,0.0,0.9917846490731301
2015-03-26,0,1.0,0.002433756893318245,0.0,1.0024337568933182
2015-03-27,0,1.0,0.005493670886075904,0.0,1.005493670886076
2015-03-30,1,1.0,0.029327492005942046,0.0,1.029327492005942
2015-03-31,0,1.0,-0.009045589969130522,0.0,0.9909544100308695
2015-04-01,0,1.0,0.01794530015797784,0.0,1.017945300157978
2015-04-02,0,1.0,0.0002133902373966656,0.0,1.0002133902373966
2015-04-03,0,1.0,0.011093925009333885,0.0,1.0110939250093338
2015-04-07,1,1.0,0.02146005073683504,0.0,1.021460050736835
2015-04-08,0,1.0,0.00839428737758336,0.0,1.0083942873775833
2015-04-09,0,1.0,-0.007835560314725978,0.0,0.992164439685274
2015-04-10,0,1.0,0.01930485624592335,0.0,1.0193048562459233
2015-04-13,1,1.0,0.017643321778281023,0.0,1.017643321778281
2015-04-14,0,1.0,0.0038701038436397936,0.0,1.0038701038436397
2015-04-15,0,1.0,-0.012994065134807527,0.0,0.9870059348651925
2015-04-16,0,1.0,0.03037089288690129,0.0,1.0303708928869013
2015-04-17,0,1.0,0.018298235313666658,0.0,1.0182982353136667
2015-04-20,1,1.0,-0.016148333166526748,0.0,0.9838516668334732
2015-04-21,0,1.0,0.021504139834406574,0.0,1.0215041398344065
2015-04-22,0,1.0,0.026119467608829428,0.0,1.0261194676088294
2015-04-23,0,1.0,0.0002278572347836574,0.0,1.0002278572347836
2015-04-24,0,1.0,-0.008068105355745439,0.0,0.9919318946442546
2015-04-27,1,1.0,0.02231725158634295,0.0,1.022317251586343
2015-04-28,0,1.0,-0.013672130942946564,0.0,0.9863278690570534
2015-04-29,0,1.0,0.006847523967388379,0.0,1.0068475239673884
2015-04-30,0,1.0,-0.005119042881409454,0.0,0.9948809571185906
2015-05-04,1,1.0,0.007968605588760887,0.0,1.007968605588761
2015-05-05,0,1.0,-0.03987267479019321,0.0,0.9601273252098068
2015-05-06,0,1.0,-0.009465197831553897,0.0,0.9905348021684461
2015-05-07,0,1.0,-0.01828112612088291,0.0,0.981718873879117
2015-05-08,0,1.0,0.01975575435841325,0.0,1.0197557543584133
2015-05-11,1,1.0,0.028986047736047762,0.0,1.0289860477360477
2015-05-12,0,1.0,0.012128693345954579,0.0,1.0121286933459546
2015-05-13,0,1.0,-0.006104368267395864,0.0,0.9938956317326041
2015-05-14,0,1.0,-0.003742762438433011,0.0,0.996257237561567
2015-05-15,0,1.0,-0.017722590718986953,0.0,0.982277409281013
2015-05-18,1,0.0,-0.0,-1.0,0.9991000000000001
2015-05-19,0,0.0,0.0,0.0,1.0
2015-05-20,0,0.0,0.0,0.0,1.0
2015-05-21,0,0.0,0.0,0.0,1.0
2015-05-22,0,0.0,0.0,0.0,1.0
2015-05-25,1,1.0,0.029925292800116347,1.0,1.0295252928001164
2015-05-26,0,1.0,0.019496029022453197,0.0,1.0194960290224533
2015-05-27,0,1.0,-0.0033641602486669886,0.0,0.996635839751333
2015-05-28,0,1.0,-0.06705098785470422,0.0,0.9329490121452958
2015-05-29,0,1.0,0.0014108369655833788,0.0,1.0014108369655834
2015-06-01,1,1.0,0.04861769572573306,0.0,1.0486176957257332
2015-06-02,0,1.0,0.016880804069201564,0.0,1.0168808040692017
2015-06-03,0,1.0,-0.003541352261874039,0.0,0.996458647738126
2015-06-04,0,1.0,0.007354785276431427,0.0,1.0073547852764315
2015-06-05,0,1.0,0.009481956683689048,0.0,1.009481956683689
2015-06-08,1,1.0,0.02355392836317401,0.0,1.023553928363174
2015-06-09,0,1.0,-0.00677842633667989,0.0,0.9932215736633201
2015-06-10,0,1.0,-0.0015702986012119252,0.0,0.9984297013987881
2015-06-11,0,1.0,-0.0004746558274361479,0.0,0.9995253441725639
2015-06-12,0,1.0,0.0053763339545734165,0.0,1.0053763339545734
2015-06-15,1,1.0,-0.021358469912579253,0.0,0.9786415300874207
2015-06-16,0,1.0,-0.02994539538072891,0.0,0.9700546046192711
2015-06-17,0,1.0,0.014612562736681703,0.0,1.0146125627366818
2015-06-18,0,1.0,-0.040530626621234744,0.0,0.9594693733787653
2015-06-19,0,1.0,-0.059526827635862124,0.0,0.9404731723641379
2015-06-23,1,1.0,0.03214112420612242,0.0,1.0321411242061225
2015-06-24,0,1.0,0.01964860669147466,0.0,1.0196486066914747
2015-06-25,0,1.0,-0.035574871980869296,0.0,0.9644251280191307
2015-06-26,0,1.0,-0.07868446325522908,0.0,0.921315536744771
2015-06-29,1,1.0,-0.03335647192581493,0.0,0.9666435280741851
2015-06-30,0,1.0,0.0671469981271844,0.0,1.0671469981271844
2015-07-01,0,1.0,-0.04917952157388767,0.0,0.9508204784261123
2015-07-02,0,1.0,-0.03409812321597369,0.0,0.9659018767840263
2015-07-03,0,1.0,-0.05406037000973708,0.0,0.9459396299902629
2015-07-06,1,0.0,0.0,-1.0,0.9991000000000001
2015-07-07,0,0.0,-0.0,0.0,1.0
2015-07-08,0,0.0,-0.0,0.0,1.0
2015-07-09,0,0.0,0.0,0.0,1.0
2015-07-10,0,0.0,0.0,0.0,1.0
2015-07-13,1,0.0,0.0,0.0,1.0
2015-07-14,0,0.0,-0.0,0.0,1.0
2015-07-15,0,0.0,-0.0,0.0,1.0
2015-07-16,0,0.0,0.0,0.0,1.0
2015-07-17,0,0.0,0.0,0.0,1.0
2015-07-20,1,1.0,0.0021943875707574785,1.0,1.0017943875707576
2015-07-21,0,1.0,0.0012978866079734813,0.0,1.0012978866079736
2015-07-22,0,1.0,-0.002124334795163805,0.0,0.9978756652048362
2015-07-23,0,1.0,0.022527398512446128,0.0,1.0225273985124461
2015-07-24,0,1.0,-0.01753312898012394,0.0,0.9824668710198761
2015-07-27,1,1.0,-0.08561447029413731,0.0,0.9143855297058627
2015-07-28,0,1.0,-0.0020006651425997315,0.0,0.9979993348574002
2015-07-29,0,1.0,0.031300756476493594,0.0,1.0313007564764936
2015-07-30,0,1.0,-0.029251624524855167,0.0,0.9707483754751448
2015-07-31,0,1.0,0.000338102589236796,0.0,1.0003381025892368
2015-08-03,1,1.0,0.0032855608247962806,0.0,1.0032855608247964
2015-08-04,0,1.0,0.031055770857924832,0.0,1.0310557708579249
2015-08-05,0,1.0,-0.020581739341870586,0.0,0.9794182606581294
2015-08-06,0,1.0,-0.009064108200367266,0.0,0.9909358917996327
2015-08-07,0,1.0,0.019596278559964545,0.0,1.0195962785599646
2015-08-10,1,1.0,0.0454114985129027,0.0,1.0454114985129026
2015-08-11,0,1.0,-0.004331155921613191,0.0,0.9956688440783868
2015-08-12,0,1.0,-0.01242785866568961,0.0,0.9875721413343104
2015-08-13,0,1.0,0.014772928167165885,0.0,1.0147729281671658
2015-08-14,0,1.0,-0.00047111246337838496,0.0,0.9995288875366216
2015-08-17,1,1.0,0.0010629575258865574,0.0,1.0010629575258865
2015-08-18,0,1.0,-0.061909771522878375,0.0,0.9380902284771216
2015-08-19,0,1.0,0.015875422503731633,0.0,1.0158754225037316
2015-08-20,0,1.0,-0.03208582295027973,0.0,0.9679141770497203
2015-08-21,0,1.0,-0.045703119807521,0.0,0.954296880192479
2015-08-24,1,1.0,-0.08747917560467351,0.0,0.9125208243953264
2015-08-25,0,1.0,-0.07101140884070681,0.0,0.9289885911592932
2015-08-26,0,1.0,-0.005665592044509661,0.0,0.9943344079554903
2015-08-27,0,1.0,0.05947403732702287,0.0,1.0594740373270228
2015-08-28,0,1.0,0.042627993162051916,0.0,1.042627993162052
2015-08-31,1,1.0,0.007255504459517277,0.0,1.0072555044595173
2015-09-01,0,1.0,-0.0013248023192951922,0.0,0.9986751976807048
2015-09-02,0,1.0,0.0011153809546471233,0.0,1.0011153809546471
2015-09-07,1,1.0,-0.034267922028147636,0.0,0.9657320779718523
2015-09-08,0,1.0,0.02569766404449797,0.0,1.025697664044498
2015-09-09,0,1.0,0.01958296590902273,0.0,1.0195829659090228
2015-09-10,0,1.0,-0.012281904268807493,0.0,0.9877180957311925
2015-09-11,0,1.0,-0.0030885524011484205,0.0,0.9969114475988515
2015-09-14,1,1.0,-0.019735957624156364,0.0,0.9802640423758436
2015-09-15,0,1.0,-0.03928524624138638,0.0,0.9607147537586136
